1.19500,-0.08764,-0.01365,0.04079,1.53718
1.19500,-0.10672,-0.02351,0.04813,1.55428
1.19500,-0.11856,-0.02927,0.05277,1.56162
1.19700,-0.11732,-0.02861,0.05230,1.56078
1.19900,-0.10787,-0.02203,0.04904,1.54993
1.20100,-0.09241,-0.01463,0.04295,1.53786
1.20100,-0.07515,-0.00592,0.03626,1.51814
1.20300,-0.05541,0.00395,0.02858,1.48466
1.20300,-0.03585,0.01480,0.02121,1.42248
1.20500,-0.02393,0.02228,0.01691,1.35363
1.20500,-0.02286,0.02319,0.01658,1.34463
1.20700,-0.03042,0.01973,0.01960,1.38811
1.20700,-0.04834,0.01192,0.02682,1.45061
1.20900,-0.06956,0.00345,0.03555,1.48921
1.20900,-0.07219,-0.00773,0.03438,1.52498
1.21100,-0.10828,-0.01825,0.05008,1.54049
1.21100,-0.11371,-0.02746,0.05075,1.56012
1.21300,-0.11823,-0.02960,0.05254,1.56260
1.21300,-0.11724,-0.02565,0.05292,1.55386
1.21500,-0.10351,-0.01891,0.04755,1.54418
1.21500,-0.08847,-0.00954,0.04211,1.52516
1.21700,-0.06890,-0.00132,0.03416,1.50428
1.21700,-0.05015,0.01036,0.02738,1.45796
1.21900,-0.03075,0.01875,0.01954,1.39341
1.21900,-0.02154,0.02286,0.01585,1.33977
1.22100,-0.02393,0.02154,0.01675,1.35710
1.22100,-0.03618,0.01546,0.02152,1.42020
1.22300,-0.05328,0.00740,0.02828,1.47093
1.22300,-0.07687,-0.00329,0.03771,1.50969
1.22500,-0.09915,-0.01414,0.04643,1.53384
1.22500,-0.11461,-0.02409,0.05195,1.55152
1.22700,-0.11897,-0.02845,0.05316,1.55946
1.22700,-0.11395,-0.02812,0.05073,1.56159
1.22900,-0.10096,-0.02187,0.04562,1.55326
1.22900,-0.08460,-0.01463,0.03905,1.54164
1.23100,-0.08337,-0.00625,0.04030,1.51723
1.23100,-0.04547,0.00502,0.02385,1.47663
1.23300,-0.03017,0.01529,0.01849,1.40808
1.23300,-0.02639,0.02253,0.01820,1.36248
1.23500,-0.02154,0.02335,0.01596,1.33744
1.23500,-0.02721,0.01850,0.01772,1.38399
1.23700,-0.04103,0.01110,0.02298,1.44633
1.23700,-0.06018,0.00099,0.03031,1.49638
1.23900,-0.08140,-0.00789,0.03894,1.52252
1.23900,-0.10425,-0.01949,0.04780,1.54530
