1.91700,-0.05245,0.01414,0.02937,1.44650
1.91900,-0.03667,0.02417,0.02371,1.38671
1.91900,-0.02828,0.02763,0.02028,1.34865
1.92100,-0.03223,0.02508,0.02169,1.37152
1.92100,-0.04473,0.01916,0.02662,1.42004
1.92300,-0.04736,0.01036,0.02598,1.45570
1.92300,-0.08830,0.00033,0.04422,1.49917
1.92500,-0.10828,-0.01200,0.05147,1.52591
1.92500,-0.11461,-0.02187,0.05245,1.54633
1.92700,-0.12859,-0.02779,0.05812,1.55313
1.92700,-0.12842,-0.02541,0.05857,1.54820
1.92800,-0.12045,-0.01924,0.05595,1.53821
1.92800,-0.10483,-0.01184,0.04978,1.52642
1.93000,-0.08715,-0.00247,0.04303,1.50637
1.93200,-0.06610,0.00954,0.03517,1.46987
1.93200,-0.04530,0.02039,0.02718,1.41665
1.93400,-0.03083,0.02647,0.02130,1.36189
1.93400,-0.02779,0.02680,0.01985,1.34998
1.93600,-0.03502,0.02138,0.02226,1.39331
1.93600,-0.05196,0.01398,0.02909,1.44661
1.93800,-0.07350,0.00411,0.03766,1.48787
1.93800,-0.09718,-0.00806,0.04680,1.51913
1.94000,-0.11634,-0.01940,0.05386,1.54003
1.94000,-0.12760,-0.02680,0.05784,1.55148
1.94200,-0.12744,-0.02763,0.05758,1.55331
1.94200,-0.11658,-0.02187,0.05343,1.54548
1.94400,-0.11445,-0.01414,0.05408,1.52905
1.94400,-0.09652,-0.00444,0.04728,1.51043
1.94600,-0.07794,0.00543,0.04018,1.48499
1.94600,-0.05509,0.01628,0.03116,1.44195
1.94800,-0.03683,0.02532,0.02404,1.38298
1.94800,-0.02763,0.02779,0.01999,1.34552
1.95000,-0.02878,0.02384,0.01969,1.36543
1.95000,-0.03914,0.01628,0.02319,1.42199
1.95200,-0.05755,0.00658,0.03024,1.47583
1.95200,-0.08041,-0.00312,0.03951,1.50879
1.95400,-0.10302,-0.01579,0.04800,1.53654
1.95400,-0.12070,-0.02434,0.05494,1.54922
1.95600,-0.12604,-0.02779,0.05684,1.55432
1.95600,-0.12283,-0.02417,0.05604,1.54792
1.95800,-0.10894,-0.01792,0.05049,1.53945
1.95800,-0.08995,-0.00806,0.04318,1.52073
1.96000,-0.06956,0.00164,0.03514,1.49480
1.96000,-0.06824,0.01159,0.03670,1.46490
1.96200,-0.03083,0.02154,0.02020,1.38153
1.96200,-0.02475,0.02763,0.01851,1.33420
1.96400,-0.02573,0.02647,0.01875,1.34312
1.96400,-0.02861,0.02006,0.01876,1.38121
1.96600,-0.04423,0.01167,0.02471,1.44750
1.96600,-0.06421,0.00164,0.03247,1.49437
1.96800,-0.08707,-0.01061,0.04118,1.52862
1.96800,-0.10738,-0.02171,0.04886,1.54936
1.97000,-0.12209,-0.02779,0.05487,1.55627
1.97000,-0.12398,-0.02615,0.05618,1.55171
1.97200,-0.11527,-0.02055,0.05307,1.54304
1.97200,-0.09948,-0.01299,0.04685,1.53081
1.97400,-0.08066,-0.00296,0.03967,1.50829
1.97400,-0.05846,0.00789,0.03098,1.47169
1.97600,-0.03798,0.01776,0.02294,1.41398
1.97600,-0.02384,0.02532,0.01755,1.33967
1.97800,-0.02187,0.02779,0.01711,1.31954
