2.08500,0.27083,-0.07013,-0.15100,1.44839
2.08700,0.25652,-0.07572,-0.14509,1.44201
2.08700,0.23827,-0.08658,-0.13837,1.43048
2.08900,0.21878,-0.09513,-0.13053,1.41903
2.08900,0.20094,-0.10327,-0.12342,1.40703
2.09100,0.18976,-0.10705,-0.11867,1.39977
2.09100,0.19075,-0.10631,-0.11900,1.40074
2.09300,0.20308,-0.10137,-0.12407,1.40921
2.09300,0.22149,-0.09200,-0.13119,1.42208
2.09500,0.24649,-0.08477,-0.14208,1.43371
2.09500,0.26852,-0.07252,-0.15038,1.44642
2.09700,0.28398,-0.06355,-0.15611,1.45477
2.09700,0.28776,-0.05994,-0.15720,1.45764
2.09900,0.28332,-0.06175,-0.15538,1.45585
2.09900,0.27263,-0.06758,-0.15134,1.45038
2.10100,0.25816,-0.07424,-0.14558,1.44334
2.10100,0.24082,-0.08362,-0.13899,1.43316
2.10300,0.22166,-0.09118,-0.13109,1.42272
2.10300,0.20242,-0.09965,-0.12335,1.41024
2.10500,0.19165,-0.10746,-0.11970,1.40026
2.10500,0.19107,-0.10762,-0.11945,1.39989
2.10700,0.20143,-0.10318,-0.12365,1.40728
2.10700,0.22010,-0.09636,-0.13146,1.41856
2.10900,0.24238,-0.08534,-0.14015,1.43234
2.10900,0.24493,-0.07572,-0.13929,1.43960
2.11100,0.28201,-0.06734,-0.15597,1.45203
2.11100,0.28727,-0.06224,-0.15747,1.45608
2.11300,0.28562,-0.06281,-0.15677,1.45548
2.11300,0.28414,-0.06684,-0.15693,1.45267
2.11500,0.26507,-0.07317,-0.14880,1.44536
2.11500,0.25849,-0.07876,-0.14675,1.44036
2.11700,0.24032,-0.09028,-0.14022,1.42847
2.11700,0.22100,-0.09907,-0.13252,1.41693
2.11900,0.20152,-0.10655,-0.12444,1.40486
2.11900,0.19173,-0.10614,-0.11945,1.40127
2.12100,0.19214,-0.10524,-0.11946,1.40211
2.12100,0.20094,-0.09874,-0.12241,1.41037
2.12300,0.21944,-0.08904,-0.12951,1.42361
2.12300,0.24139,-0.08559,-0.13972,1.43193
2.12500,0.26449,-0.06956,-0.14770,1.44768
2.12500,0.28151,-0.06364,-0.15490,1.45435
2.12700,0.28809,-0.06109,-0.15762,1.45694
2.12700,0.28365,-0.06355,-0.15595,1.45472
2.12900,0.27395,-0.07095,-0.15274,1.44839
2.12900,0.25997,-0.07638,-0.14696,1.44225
2.13100,0.24205,-0.08633,-0.14021,1.43159
2.13100,0.22306,-0.08822,-0.13113,1.42525
2.13300,0.20522,-0.10491,-0.12592,1.40743
2.13300,0.19223,-0.10820,-0.12016,1.39995
2.13500,0.19009,-0.10697,-0.11881,1.39997
2.13500,0.19995,-0.10351,-0.12298,1.40648
2.13700,0.21870,-0.09414,-0.13027,1.41971
2.13700,0.24172,-0.08641,-0.14006,1.43145
2.13900,0.26244,-0.07572,-0.14805,1.44317
2.13900,0.28077,-0.06832,-0.15557,1.45120
2.14100,0.28826,-0.06290,-0.15810,1.45580
2.14100,0.28579,-0.06257,-0.15680,1.45566
2.14300,0.27576,-0.06693,-0.15275,1.45132
2.14300,0.26178,-0.07342,-0.14721,1.44458
2.14500,0.24501,-0.08082,-0.14046,1.43607
2.14500,0.22495,-0.08830,-0.13210,1.42573
2.14700,0.20670,-0.09940,-0.12544,1.41195
2.14700,0.19288,-0.10483,-0.11974,1.40272
2.14900,0.19025,-0.10894,-0.11933,1.39857
2.14900,0.19806,-0.10466,-0.12229,1.40490
2.15100,0.19888,-0.09817,-0.12126,1.41005
2.15100,0.23810,-0.08970,-0.13898,1.42829
2.15300,0.26038,-0.08000,-0.14797,1.43993
2.15300,0.27872,-0.06947,-0.15480,1.45013
2.15500,0.28094,-0.06224,-0.15430,1.45518
2.15500,0.28743,-0.06240,-0.15758,1.45600
2.15700,0.28423,-0.06586,-0.15675,1.45332
2.15700,0.27428,-0.07071,-0.15285,1.44860
2.15900,0.26334,-0.07835,-0.14908,1.44160
2.15900,0.24394,-0.08674,-0.14125,1.43177
2.16100,0.22528,-0.09529,-0.13381,1.42088
2.16100,0.20604,-0.10433,-0.12620,1.40814
2.16300,0.19264,-0.10762,-0.12023,1.40054
2.16300,0.19075,-0.10565,-0.11885,1.40123
2.16500,0.19798,-0.10154,-0.12155,1.40718
2.16500,0.21434,-0.09200,-0.12762,1.41990
2.16700,0.23712,-0.08230,-0.13685,1.43318
2.16700,0.26063,-0.07243,-0.14641,1.44503
2.16900,0.27921,-0.06372,-0.15377,1.45396
2.16900,0.28735,-0.05953,-0.15690,1.45785
2.17100,0.28710,-0.06380,-0.15773,1.45506
2.17100,0.27716,-0.07062,-0.15427,1.44913
2.17300,0.26392,-0.07482,-0.14859,1.44405
2.17300,0.24731,-0.08320,-0.14215,1.43496
2.17300,0.22922,-0.09052,-0.13473,1.42535
2.17300,0.20859,-0.10022,-0.12657,1.41201
2.17500,0.19445,-0.10664,-0.12092,1.40201
2.17700,0.18992,-0.10779,-0.11891,1.39929
2.17900,0.19683,-0.10335,-0.12138,1.40540
